"year_month","day","hour","wind_speed"
"2010-April","12","14","6.31"
"2010-August","2","18","6.49"
"2010-December","21","14","5.01"
"2010-January","19","13","6.31"
"2010-January","19","15","6.31"
"2010-July","14","0","11.13"
"2010-June","15","17","7.24"
"2010-March","26","12","7.05"
"2010-May","15","15","6.68"
"2010-November","23","16","6.86"
"2010-October","19","4","6.86"
"2010-September","29","14","6.68"
"2011-January","1","0","0.0"
"2010-April","26","22","0.0"
"2010-April","26","22","0.0"
"2010-April","26","22","0.0"
"2010-April","26","22","0.0"
"2010-April","26","22","0.0"
"2010-April","24","23","0.0"
"2010-April","24","23","0.0"
"2010-April","10","0","0.0"
"2010-April","10","0","0.0"
"2010-April","10","0","0.0"
"2010-April","10","0","0.0"
"2010-April","10","0","0.0"
"2010-April","18","22","0.0"
"2010-April","26","20","0.0"
"2010-April","26","20","0.0"
"2010-April","26","20","0.0"
"2010-April","26","20","0.0"
"2010-April","5","5","0.0"
"2010-April","5","5","0.0"
"2010-April","5","5","0.0"
"2010-April","5","5","0.0"
"2010-April","5","5","0.0"
"2010-April","5","5","0.0"
"2010-April","5","5","0.0"
"2010-April","5","5","0.0"
"2010-April","9","3","0.0"
"2010-April","9","3","0.0"
"2010-April","6","0","0.0"
"2010-April","9","2","0.0"
"2010-April","6","0","0.0"
"2010-April","6","0","0.0"
"2010-April","6","0","0.0"
"2010-April","6","0","0.0"
"2010-April","9","2","0.0"
"2010-April","19","6","0.0"
"2010-April","6","2","0.0"
"2010-April","21","4","0.0"
"2010-April","21","3","0.0"
"2010-April","9","1","0.0"
"2010-April","9","1","0.0"
"2010-April","6","3","0.0"
"2010-April","20","5","0.0"
"2010-April","6","3","0.0"
"2010-April","6","3","0.0"
"2010-April","6","3","0.0"
"2010-April","1","5","0.0"
"2010-April","1","5","0.0"
"2010-April","1","2","0.0"
"2010-April","20","23","0.0"
"2010-April","20","5","0.0"
"2010-April","20","5","0.0"
"2010-April","1","6","0.0"
"2010-April","8","23","0.0"
"2010-April","1","6","0.0"
"2010-April","26","5","0.0"
"2010-April","20","5","0.0"
"2010-April","8","4","0.0"
"2010-April","22","2","0.0"
"2010-April","8","4","0.0"
"2010-April","26","4","0.0"
"2010-April","1","6","0.0"
"2010-April","8","4","0.0"
"2010-April","8","3","0.0"
"2010-April","20","5","0.0"
"2010-April","6","20","0.0"
"2010-April","6","20","0.0"
"2010-April","7","0","0.0"
"2010-April","16","6","0.0"
"2010-April","7","1","0.0"
"2010-April","8","1","0.0"
"2010-April","8","1","0.0"
"2010-April","20","4","0.0"
"2010-April","20","4","0.0"
"2010-April","8","0","0.0"
"2010-April","20","4","0.0"
"2010-April","20","4","0.0"
"2010-April","1","6","0.0"
"2010-April","18","21","0.0"
"2010-April","8","0","0.0"
"2010-April","8","0","0.0"
"2010-April","8","0","0.0"
"2010-April","8","0","0.0"
"2010-April","8","0","0.0"
"2010-April","20","4","0.0"
"2010-April","7","4","0.0"
"2010-April","8","0","0.0"
"2010-April","7","23","0.0"
"2010-April","7","23","0.0"
"2010-April","7","23","0.0"
"2010-April","7","23","0.0"
"2010-April","7","23","0.0"
"2010-April","7","23","0.0"
"2010-April","20","3","0.0"
"2010-April","20","3","0.0"
"2010-April","20","3","0.0"
"2010-April","18","21","0.0"
"2010-April","20","3","0.0"
"2010-April","22","3","0.0"
"2010-April","1","4","0.0"
"2010-April","18","23","0.0"
"2010-April","22","5","0.0"
"2010-April","21","5","0.0"
"2010-April","20","1","0.0"
"2010-April","20","0","0.0"
"2010-April","2","4","0.0"
"2010-April","19","0","0.0"
"2010-April","20","0","0.0"
"2010-April","20","0","0.0"
"2010-April","19","0","0.0"
"2010-April","15","22","0.0"
"2010-April","15","22","0.0"
"2010-April","21","3","0.0"
"2010-April","15","21","0.0"
"2010-April","19","22","0.0"
"2010-April","21","3","0.0"
"2010-April","19","22","0.0"
"2010-April","19","22","0.0"
"2010-April","19","22","0.0"
"2010-April","19","1","0.0"
"2010-April","19","1","0.0"
"2010-April","19","1","0.0"
"2010-April","19","21","0.0"
"2010-April","15","21","0.0"
"2010-April","15","21","0.0"
"2010-April","15","21","0.0"
"2010-April","15","21","0.0"
"2010-April","1","4","0.0"
"2010-April","2","22","0.0"
"2010-April","2","22","0.0"
"2010-April","2","23","0.0"
"2010-April","2","23","0.0"
"2010-April","18","21","0.0"
"2010-April","22","22","0.0"
"2010-April","21","4","0.0"
"2010-April","3","0","0.0"
"2010-April","21","4","0.0"
"2010-April","18","21","0.0"
"2010-April","22","22","0.0"
"2010-April","3","0","0.0"
"2010-April","3","0","0.0"
"2010-April","15","6","0.0"
"2010-April","3","1","0.0"
"2010-April","2","2","0.0"
"2010-April","28","6","0.0"
"2010-April","20","20","0.0"
"2010-April","22","23","0.0"
"2010-April","21","4","0.0"
"2010-April","3","1","0.0"
"2010-April","22","23","0.0"
"2010-April","28","4","0.0"
"2010-April","21","7","0.0"
"2010-April","23","0","0.0"
"2010-April","23","0","0.0"
"2010-April","23","0","0.0"
"2010-April","23","0","0.0"
"2010-April","18","22","0.0"
"2010-April","3","2","0.0"
"2010-April","3","2","0.0"
"2010-April","28","3","0.0"
"2010-April","21","7","0.0"
"2010-April","23","0","0.0"
"2010-April","28","3","0.0"
"2010-April","28","3","0.0"
"2010-April","28","2","0.0"
"2010-April","28","2","0.0"
"2010-April","28","2","0.0"
"2010-April","28","2","0.0"
"2010-April","28","2","0.0"
"2010-April","28","2","0.0"
"2010-April","28","2","0.0"
"2010-April","28","2","0.0"
"2010-April","28","1","0.0"
"2010-April","28","1","0.0"
"2010-April","28","1","0.0"
"2010-April","23","1","0.0"
"2010-April","23","1","0.0"
"2010-April","23","1","0.0"
"2010-April","23","1","0.0"
"2010-April","28","0","0.0"
"2010-April","2","2","0.0"
"2010-April","1","0","0.0"
"2010-April","15","6","0.0"
"2010-April","2","2","0.0"
"2010-April","21","4","0.0"
"2010-April","19","3","0.0"
"2010-April","2","2","0.0"
"2010-April","3","5","0.0"
"2010-April","23","5","0.0"
"2010-April","19","3","0.0"
"2010-April","3","5","0.0"
"2010-April","3","5","0.0"
"2010-April","3","6","0.0"
"2010-April","3","6","0.0"
"2010-April","3","6","0.0"
"2010-April","1","0","0.0"
"2010-April","1","0","0.0"
"2010-April","3","6","0.0"
"2010-April","23","5","0.0"
"2010-April","3","7","0.0"
"2010-April","19","4","0.0"
"2010-April","3","7","0.0"
"2010-April","19","4","0.0"
"2010-April","13","7","0.0"
"2010-April","13","7","0.0"
"2010-April","1","3","0.0"
"2010-April","13","5","0.0"
"2010-April","13","4","0.0"
"2010-April","13","4","0.0"
"2010-April","13","4","0.0"
"2010-April","21","22","0.0"
"2010-April","13","3","0.0"
"2010-April","18","22","0.0"
"2010-April","13","0","0.0"
"2010-April","18","22","0.0"
"2010-April","29","22","0.0"
"2010-April","12","6","0.0"
"2010-April","23","21","0.0"
"2010-April","5","0","0.0"
"2010-April","24","4","0.0"
"2010-April","29","23","0.0"
"2010-April","19","5","0.0"
"2010-April","19","5","0.0"
"2010-April","27","5","0.0"
"2010-April","21","4","0.0"
"2010-April","27","4","0.0"
"2010-April","27","4","0.0"
"2010-April","27","4","0.0"
"2010-April","27","4","0.0"
"2010-April","27","4","0.0"
"2010-April","27","4","0.0"
"2010-April","27","3","0.0"
"2010-April","27","3","0.0"
"2010-April","27","3","0.0"
"2010-April","27","3","0.0"
"2010-April","27","3","0.0"
"2010-April","27","3","0.0"
"2010-April","27","3","0.0"
"2010-April","27","3","0.0"
"2010-April","27","3","0.0"
"2010-April","27","3","0.0"
"2010-April","27","2","0.0"
"2010-April","24","6","0.0"
"2010-April","24","6","0.0"
"2010-April","19","6","0.0"
"2010-April","19","6","0.0"
"2010-April","10","20","0.0"
"2010-April","10","4","0.0"
"2010-April","10","4","0.0"
"2010-April","10","4","0.0"
"2010-April","10","4","0.0"
"2010-April","21","23","0.0"
"2010-April","19","6","0.0"
"2010-April","21","0","0.0"
"2010-April","26","23","0.0"
"2010-April","26","23","0.0"
"2010-April","26","23","0.0"
"2010-April","26","23","0.0"
"2010-April","26","22","0.0"
"2010-August","4","4","0.0"
"2010-August","8","6","0.0"
"2010-August","1","3","0.0"
"2010-August","1","3","0.0"
"2010-August","8","6","0.0"
"2010-August","8","6","0.0"
"2010-August","8","6","0.0"
"2010-August","8","6","0.0"
"2010-August","7","5","0.0"
"2010-August","7","6","0.0"
"2010-August","8","6","0.0"
"2010-August","8","6","0.0"
"2010-August","7","6","0.0"
"2010-August","8","6","0.0"
"2010-August","7","6","0.0"
"2010-August","7","5","0.0"
"2010-August","8","6","0.0"
"2010-August","8","6","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","9","19","0.0"
"2010-August","9","19","0.0"
"2010-August","9","19","0.0"
"2010-August","9","19","0.0"
"2010-August","9","19","0.0"
"2010-August","9","19","0.0"
"2010-August","9","19","0.0"
"2010-August","9","19","0.0"
"2010-August","9","19","0.0"
"2010-August","9","20","0.0"
"2010-August","9","20","0.0"
"2010-August","9","20","0.0"
"2010-August","9","20","0.0"
"2010-August","10","7","0.0"
"2010-August","10","7","0.0"
"2010-August","10","7","0.0"
"2010-August","10","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","7","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","8","0.0"
"2010-August","8","18","0.0"
"2010-August","8","18","0.0"
"2010-August","8","18","0.0"
"2010-August","8","18","0.0"
"2010-August","8","18","0.0"
"2010-August","8","18","0.0"
"2010-August","8","18","0.0"
"2010-August","8","18","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","10","21","0.0"
"2010-August","10","21","0.0"
"2010-August","11","1","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","8","19","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","20","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","8","21","0.0"
"2010-August","7","7","0.0"
"2010-August","8","22","0.0"
"2010-August","8","22","0.0"
"2010-August","8","22","0.0"
"2010-August","11","17","0.0"
"2010-August","11","17","0.0"
"2010-August","11","17","0.0"
"2010-August","11","17","0.0"
"2010-August","11","17","0.0"
"2010-August","11","17","0.0"
"2010-August","11","17","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","8","22","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","11","18","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","8","22","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","11","19","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","20","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","21","0.0"
"2010-August","11","22","0.0"
"2010-August","11","22","0.0"
"2010-August","11","22","0.0"
"2010-August","11","22","0.0"
"2010-August","8","22","0.0"
"2010-August","8","22","0.0"
"2010-August","11","23","0.0"
"2010-August","11","23","0.0"
"2010-August","11","23","0.0"
"2010-August","11","23","0.0"
"2010-August","11","23","0.0"
"2010-August","11","23","0.0"
"2010-August","11","23","0.0"
"2010-August","12","0","0.0"
"2010-August","12","2","0.0"
"2010-August","12","2","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","3","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","4","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","5","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","6","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","7","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","8","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","9","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","10","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","12","11","0.0"
"2010-August","8","22","0.0"
"2010-August","8","22","0.0"
"2010-August","8","22","0.0"
"2010-August","8","22","0.0"
"2010-August","8","22","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","8","23","0.0"
"2010-August","9","0","0.0"
"2010-August","9","0","0.0"
"2010-August","9","0","0.0"
"2010-August","9","0","0.0"
"2010-August","9","0","0.0"
"2010-August","12","20","0.0"
"2010-August","9","0","0.0"
"2010-August","9","0","0.0"
"2010-August","9","0","0.0"
"2010-August","7","7","0.0"
"2010-August","9","0","0.0"
"2010-August","9","0","0.0"
"2010-August","9","0","0.0"
"2010-August","9","0","0.0"
"2010-August","13","5","0.0"
"2010-August","13","5","0.0"
"2010-August","13","5","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","1","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","2","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","3","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","9","4","0.0"
"2010-August","13","21","0.0"
"2010-August","13","21","0.0"
"2010-August","13","21","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","22","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","13","23","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","0","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","1","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","2","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","3","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","4","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","5","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","14","6","0.0"
"2010-August","6","23","0.0"
"2010-August","6","23","0.0"
"2010-August","14","6","0.0"
"2010-August","6","23","0.0"
"2010-August","14","7","0.0"
"2010-August","14","7","0.0"
"2010-August","6","23","0.0"
"2010-August","6","23","0.0"
"2010-August","14","7","0.0"
"2010-August","6","23","0.0"
"2010-August","6","23","0.0"
"2010-August","6","23","0.0"
"2010-August","14","7","0.0"
"2010-August","6","23","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","5","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","6","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","6","23","0.0"
"2010-August","7","0","0.0"
"2010-August","7","0","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","9","7","0.0"
"2010-August","7","0","0.0"
"2010-August","9","8","0.0"
"2010-August","7","0","0.0"
"2010-August","7","0","0.0"
"2010-August","7","0","0.0"
"2010-August","7","0","0.0"
"2010-August","7","0","0.0"
"2010-August","7","0","0.0"
"2010-August","7","0","0.0"
"2010-August","7","0","0.0"
"2010-August","7","0","0.0"
"2010-August","7","1","0.0"
"2010-August","7","1","0.0"
"2010-August","7","1","0.0"
"2010-August","7","1","0.0"
"2010-August","7","1","0.0"
"2010-August","7","1","0.0"
"2010-August","7","7","0.0"
"2010-August","7","1","0.0"
"2010-August","7","1","0.0"
"2010-August","7","1","0.0"
"2010-August","7","1","0.0"
"2010-August","7","1","0.0"
"2010-August","1","0","0.0"
"2010-August","7","1","0.0"
"2010-August","7","7","0.0"
"2010-August","7","7","0.0"
"2010-August","7","7","0.0"
"2010-August","7","8","0.0"
"2010-August","7","2","0.0"
"2010-August","7","2","0.0"
"2010-August","7","2","0.0"
"2010-August","7","2","0.0"
"2010-August","7","2","0.0"
"2010-August","7","2","0.0"
"2010-August","7","2","0.0"
"2010-August","7","8","0.0"
"2010-August","7","8","0.0"
"2010-August","7","8","0.0"
"2010-August","7","8","0.0"
"2010-August","1","0","0.0"
"2010-August","7","2","0.0"
"2010-August","7","2","0.0"
"2010-August","1","0","0.0"
"2010-August","7","7","0.0"
"2010-August","7","2","0.0"
"2010-August","7","2","0.0"
"2010-August","7","2","0.0"
"2010-August","7","7","0.0"
"2010-August","7","3","0.0"
"2010-August","7","3","0.0"
"2010-August","7","3","0.0"
"2010-August","6","3","0.0"
"2010-August","6","3","0.0"
"2010-August","6","2","0.0"
"2010-August","6","2","0.0"
"2010-August","6","2","0.0"
"2010-August","7","3","0.0"
"2010-August","7","3","0.0"
"2010-August","7","7","0.0"
"2010-August","7","3","0.0"
"2010-August","7","3","0.0"
"2010-August","7","3","0.0"
"2010-August","7","7","0.0"
"2010-August","7","7","0.0"
"2010-August","1","0","0.0"
"2010-August","1","0","0.0"
"2010-August","1","0","0.0"
"2010-August","1","0","0.0"
"2010-August","1","0","0.0"
"2010-August","2","1","0.0"
"2010-August","2","1","0.0"
"2010-August","7","3","0.0"
"2010-August","5","5","0.0"
"2010-August","5","5","0.0"
"2010-August","5","5","0.0"
"2010-August","5","5","0.0"
"2010-August","5","5","0.0"
"2010-August","5","5","0.0"
"2010-August","5","5","0.0"
"2010-August","5","4","0.0"
"2010-August","5","4","0.0"
"2010-August","5","3","0.0"
"2010-August","5","2","0.0"
"2010-August","7","7","0.0"
"2010-August","7","3","0.0"
"2010-August","7","3","0.0"
"2010-August","7","3","0.0"
"2010-August","7","6","0.0"
"2010-August","7","6","0.0"
"2010-August","5","1","0.0"
"2010-August","5","1","0.0"
"2010-August","7","4","0.0"
"2010-August","7","6","0.0"
"2010-August","7","4","0.0"
"2010-August","5","1","0.0"
"2010-August","7","4","0.0"
"2010-August","7","4","0.0"
"2010-August","7","4","0.0"
"2010-August","7","4","0.0"
"2010-August","1","0","0.0"
"2010-August","1","0","0.0"
"2010-August","1","1","0.0"
"2010-August","1","1","0.0"
"2010-August","2","8","0.0"
"2010-August","1","1","0.0"
"2010-August","1","1","0.0"
"2010-August","4","22","0.0"
"2010-August","4","22","0.0"
"2010-August","4","22","0.0"
"2010-August","4","22","0.0"
"2010-August","4","22","0.0"
"2010-August","4","22","0.0"
"2010-August","4","21","0.0"
"2010-August","4","21","0.0"
"2010-August","4","21","0.0"
"2010-August","4","21","0.0"
"2010-August","4","21","0.0"
"2010-August","7","4","0.0"
"2010-August","7","6","0.0"
"2010-August","4","20","0.0"
"2010-August","7","6","0.0"
"2010-August","7","6","0.0"
"2010-August","7","4","0.0"
"2010-August","7","4","0.0"
"2010-August","1","1","0.0"
"2010-August","1","1","0.0"
