years,months,year_month,wind_shear,speed_at_turbine,power_curve,f_v
2010,9,2010-September,1.2736,24.5,102,1.4181023849211533e-125
2010,12,2010-December,1.0221,10.5,71,1.5898155964741804e-35
2010,12,2010-December,1.0221,23.0,105,6.586860566648028e-172
2011,1,2011-January,0.0,11.5,80,0.0
2011,1,2011-January,0.0,13.0,92,0.0
2010,3,2010-March,1.6367,8.0,39,3.326997389323905e-08
2010,4,2010-April,1.9424,14.5,100,5.928796844673767e-19
2010,5,2010-May,1.7559,10.5,71,3.398628850104751e-12
2010,6,2010-June,1.4069,1.0,0,0.5336648975353168
2010,6,2010-June,1.4069,19.5,109,4.60394718256642e-65
2010,7,2010-July,1.4774,17.0,108,8.419648374150716e-45
2010,9,2010-September,1.2736,5.0,5,2.6785591233751304e-05
2010,9,2010-September,1.2736,9.5,59,9.673084885917422e-19
2010,10,2010-October,1.0948,3.0,0,0.010798169440867979
2011,1,2011-January,0.0,7.5,32,0.0
2011,1,2011-January,0.0,19.0,109,0.0
2010,4,2010-April,1.9424,17.0,108,5.279363356435448e-26
2010,4,2010-April,1.9424,21.0,108,1.1820955961008187e-39
2010,5,2010-May,1.7559,7.0,26,1.353090539984624e-05
2010,5,2010-May,1.7559,23.0,105,3.5103144778419486e-58
2010,6,2010-June,1.4069,11.5,80,1.480263627098981e-22
2010,6,2010-June,1.4069,23.5,104,1.2714561232878611e-94
2010,7,2010-July,1.4774,4.5,0,0.0022174369415845943
2010,8,2010-August,1.472,5.0,5,0.00042051971603178297
2010,9,2010-September,1.2736,11.0,76,3.8280125251100277e-25
2010,11,2010-November,1.0167,1.0,0,0.7108099939093236
2010,11,2010-November,1.0167,19.5,109,9.922152875562126e-125
2010,12,2010-December,1.0221,25.0,102,3.2403007265896243e-203
2011,1,2011-January,0.0,1.5,0,0.0
2011,1,2011-January,0.0,3.5,0,0.0
2011,1,2011-January,0.0,25.0,102,0.0
2010,4,2010-April,1.9424,3.0,0,0.19182735707649792
2010,4,2010-April,1.9424,20.0,109,5.729356971541256e-36
2010,4,2010-April,1.9424,21.5,108,1.4512627096976353e-41
2010,4,2010-April,1.9424,25.0,102,3.2635077884154903e-56
2010,5,2010-May,1.7559,0.0,0,0.0
2010,7,2010-July,1.4774,3.5,0,0.030681295405575067
2010,7,2010-July,1.4774,5.0,5,0.0004459869819059521
2010,10,2010-October,1.0948,24.0,103,3.797439803843147e-163
2010,11,2010-November,1.0167,2.5,0,0.032907495818927796
2010,11,2010-November,1.0167,12.5,88,5.2379234601208485e-51
2011,1,2011-January,0.0,22.0,107,0.0
2010,1,2010-January,1.796,15.5,104,2.9682741248770133e-25
2010,3,2010-March,1.6367,21.5,108,1.7442587172514734e-58
2010,3,2010-March,1.6367,24.5,102,5.32824936963132e-76
2010,4,2010-April,1.9424,5.5,8,0.004217219924421484
2010,5,2010-May,1.7559,24.5,102,4.901911977338996e-66
2010,6,2010-June,1.4069,13.0,92,7.774078201055215e-29
2010,6,2010-June,1.4069,22.0,107,6.867876064975792e-83
2010,7,2010-July,1.4774,4.0,0,0.009095988710499046
2010,9,2010-September,1.2736,23.5,104,1.6876588032459455e-115
2010,11,2010-November,1.0167,20.5,109,6.593211075864121e-138
2010,12,2010-December,1.0221,5.0,5,5.1703934549379227e-08
2010,12,2010-December,1.0221,15.0,102,7.762627648442153e-73
2010,12,2010-December,1.0221,24.5,102,3.826177472723691e-195
2010,4,2010-April,1.9424,1.0,0,0.33809334451363987
2010,5,2010-May,1.7559,14.0,97,1.478026934558379e-21
2010,6,2010-June,1.4069,8.5,46,2.390820489956288e-12
2010,6,2010-June,1.4069,17.0,108,2.1290253964720373e-49
2010,7,2010-July,1.4774,8.0,39,5.739560119769542e-10
2010,8,2010-August,1.472,24.0,103,3.6887082604579253e-90
2010,11,2010-November,1.0167,16.0,105,8.143176217119492e-84
2010,11,2010-November,1.0167,21.5,108,9.562952197212114e-152
2010,12,2010-December,1.0221,22.0,107,3.1046770830817686e-157
2011,1,2011-January,0.0,13.5,95,0.0
2010,1,2010-January,1.796,12.5,88,1.826824444278162e-16
2010,1,2010-January,1.796,15.0,102,1.1772835595952974e-23
2010,1,2010-January,1.796,21.5,108,1.3776205347753637e-48
2010,3,2010-March,1.6367,2.0,0,0.3629823478434979
2010,7,2010-July,1.4774,7.0,26,1.1090460216666416e-07
2010,8,2010-August,1.472,18.0,109,1.2931639600473718e-50
2010,8,2010-August,1.472,20.5,109,1.0387392391250745e-65
2010,9,2010-September,1.2736,4.0,0,0.0016732288326745351
2010,10,2010-October,1.0948,2.5,0,0.05454617791291989
2010,10,2010-October,1.0948,15.0,102,1.8323403747613396e-63
2010,10,2010-October,1.0948,21.0,108,8.706030729214256e-125
2010,11,2010-November,1.0167,3.5,0,0.0004825459143041246
2011,1,2011-January,0.0,3.0,0,0.0
2011,1,2011-January,0.0,4.0,0,0.0
2011,1,2011-January,0.0,5.0,5,0.0
2011,1,2011-January,0.0,15.0,102,0.0
2010,1,2010-January,1.796,10.0,65,1.2970781670993977e-10
2010,3,2010-March,1.6367,6.0,13,9.170587111354606e-05
2010,3,2010-March,1.6367,18.5,109,2.858447656914507e-43
2010,4,2010-April,1.9424,2.0,0,0.3621169613407671
2010,5,2010-May,1.7559,6.5,19,7.012899841170561e-05
2010,6,2010-June,1.4069,21.5,108,3.7575277736604515e-79
2010,9,2010-September,1.2736,2.5,0,0.11741217926968373
2010,9,2010-September,1.2736,8.5,46,5.277017698943378e-15
2010,10,2010-October,1.0948,0.0,0,0.0
2010,11,2010-November,1.0167,9.0,53,2.5558753302945434e-26
2010,12,2010-December,1.0221,6.0,13,1.5891681562578037e-11
2011,1,2011-January,0.0,18.0,109,0.0
2010,1,2010-January,1.796,24.0,103,1.4399981368137375e-60
2010,4,2010-April,1.9424,6.0,13,0.0013898911511499318
2010,5,2010-May,1.7559,15.0,102,9.80308676104462e-25
2010,5,2010-May,1.7559,15.5,104,2.0820401184644854e-26
2010,5,2010-May,1.7559,17.0,108,9.233629082942635e-32
2010,6,2010-June,1.4069,10.5,71,8.355562505974391e-19
2010,7,2010-July,1.4774,11.0,76,9.76657444789012e-19
2010,7,2010-July,1.4774,18.0,109,3.0243874309587985e-50
2010,7,2010-July,1.4774,21.5,108,8.98166659192268e-72
2010,7,2010-July,1.4774,23.0,105,3.560954088014283e-82
2010,9,2010-September,1.2736,8.0,39,2.6971807503291187e-13
2010,9,2010-September,1.2736,20.5,109,8.425150712091577e-88
2010,10,2010-October,1.0948,18.5,109,9.70651140853912e-97
2010,12,2010-December,1.0221,13.5,95,6.34252560428114e-59
2010,12,2010-December,1.0221,16.0,105,6.258047913892795e-83
2011,1,2011-January,0.0,5.5,8,0.0
2011,1,2011-January,0.0,14.5,100,0.0
2011,1,2011-January,0.0,21.5,108,0.0
2010,4,2010-April,1.9424,0.5,0,0.1976109761241719
2010,5,2010-May,1.7559,1.0,0,0.3949024976631313
2010,5,2010-May,1.7559,2.5,0,0.25919110038881366
2010,7,2010-July,1.4774,25.0,102,3.8527954196087674e-97
2010,9,2010-September,1.2736,15.5,104,4.523117083664204e-50
2010,10,2010-October,1.0948,13.5,95,2.4157410990711217e-51
2010,11,2010-November,1.0167,1.5,0,0.41244771660567
2010,11,2010-November,1.0167,9.5,59,2.3916589219427726e-29
2010,11,2010-November,1.0167,22.5,106,3.028203383052482e-166
2010,11,2010-November,1.0167,23.0,105,9.630954439570827e-174
2010,12,2010-December,1.0221,21.0,108,3.2467571820678117e-143
2011,1,2011-January,0.0,0.5,0,0.0
2011,1,2011-January,0.0,7.0,26,0.0
2011,1,2011-January,0.0,11.0,76,0.0
2011,1,2011-January,0.0,21.0,108,0.0
2010,4,2010-April,1.9424,0.0,0,0.0
2010,4,2010-April,1.9424,13.0,92,2.8496136350114546e-15
2010,4,2010-April,1.9424,22.5,106,1.598194981766454e-45
2010,7,2010-July,1.4774,1.0,0,0.5021723856381388
2010,7,2010-July,1.4774,7.5,32,8.748811386568113e-09
2010,8,2010-August,1.472,12.5,88,2.2930572722411176e-24
2010,11,2010-November,1.0167,3.0,0,0.004886851512727219
2010,11,2010-November,1.0167,18.0,109,3.336248888264024e-106
2010,12,2010-December,1.0221,24.0,103,3.1010758867371197e-187
2011,1,2011-January,0.0,8.0,39,0.0
2010,3,2010-March,1.6367,7.5,32,3.025821146620996e-07
2010,3,2010-March,1.6367,24.0,103,6.388807488552199e-73
2010,5,2010-May,1.7559,1.5,0,0.4308172568389533
2010,5,2010-May,1.7559,8.0,39,3.387366768180425e-07
2010,5,2010-May,1.7559,25.0,102,9.141891702882984e-69
2010,6,2010-June,1.4069,9.0,53,7.861921906207378e-14
2010,8,2010-August,1.472,8.0,39,4.881409284606739e-10
2010,8,2010-August,1.472,20.0,109,1.5614492392506183e-62
2010,8,2010-August,1.472,25.0,102,7.430991994145028e-98
2010,9,2010-September,1.2736,7.0,26,3.366600865131045e-10
2010,9,2010-September,1.2736,18.5,109,1.919631562558529e-71
